longitud;latitud;parametro;anio-mes-dia;valor
-3.716667;40.385000;08;2007-02-01;82.69
-3.716667;40.385000;08;2007-03-01;53.16
-3.716667;40.385000;08;2007-04-01;63.51
-3.716667;40.385000;08;2007-05-01;29.66
-3.716667;40.385000;08;2007-06-01;47.72
-3.716667;40.385000;08;2007-07-01;44.09
-3.716667;40.385000;08;2007-08-01;61.71
-3.716667;40.385000;08;2007-09-01;64.16
-3.716667;40.385000;08;2007-10-01;62.05
-3.716667;40.385000;08;2007-11-01;81.06
-3.716667;40.385000;08;2007-12-01;61.18
-3.716667;40.385000;10;2007-01-01;43.94
-3.716667;40.385000;10;2007-02-01;54.87
-3.716667;40.385000;10;2007-03-01;31.72
-3.716667;40.385000;10;2007-04-01;24.98
-3.716667;40.385000;10;2007-05-01;11.11
-3.716667;40.385000;10;2007-06-01;4.600
-3.716667;40.385000;10;2007-07-01;26.87
-3.716667;40.385000;10;2007-08-01;46.67
-3.716667;40.385000;10;2007-09-01;77.54
-3.716667;40.385000;10;2007-10-01;43.36
-3.716667;40.385000;10;2007-11-01;46.75
-3.716667;40.385000;10;2007-12-01;26.35
-3.716667;40.385000;12;2007-01-01;190.9
-3.716667;40.385000;12;2007-02-01;221.9
-3.716667;40.385000;12;2007-03-01;81.24
-3.716667;40.385000;12;2007-04-01;78.16
-3.716667;40.385000;12;2007-05-01;35.85
-3.716667;40.385000;12;2007-06-01;81.96
-3.716667;40.385000;12;2007-07-01;74.15
-3.716667;40.385000;12;2007-08-01;99.86
-3.716667;40.385000;12;2007-09-01;93.06
-3.716667;40.385000;12;2007-10-01;128.5
-3.716667;40.385000;12;2007-11-01;177.6
-3.716667;40.385000;12;2007-12-01;132.2
-3.716667;40.385000;14;2007-01-01;10.58
-3.716667;40.385000;14;2007-02-01;11.29
-3.716667;40.385000;14;2007-03-01;32.09
-3.716667;40.385000;14;2007-04-01;41.84
-3.716667;40.385000;14;2007-05-01;52.32
-3.716667;40.385000;14;2007-06-01;38.70
-3.716667;40.385000;14;2007-07-01;39.04
-3.716667;40.385000;14;2007-08-01;40.93
-3.716667;40.385000;14;2007-09-01;48.03
-3.716667;40.385000;14;2007-10-01;19.18
-3.716667;40.385000;14;2007-11-01;15.48
-3.716667;40.385000;14;2007-12-01;11.86
-3.716667;40.385000;81;2007-01-01;0.740
-3.716667;40.385000;81;2007-02-01;0.990
-3.716667;40.385000;81;2007-03-01;1.290
-3.716667;40.385000;81;2007-04-01;1.120
-3.716667;40.385000;81;2007-05-01;1.190
-3.716667;40.385000;81;2007-06-01;2.000
-3.716667;40.385000;81;2007-07-01;1.170
-3.716667;40.385000;81;2007-08-01;0.980
-3.716667;40.385000;81;2007-09-01;0.770
-3.716667;40.385000;81;2007-10-01;0.830
-3.716667;40.385000;81;2007-11-01;0.820
-3.716667;40.385000;81;2007-12-01;0.770
-3.716667;40.385000;82;2007-01-01;6.380
-3.716667;40.385000;82;2007-02-01;4.990
-3.716667;40.385000;82;2007-03-01;9.050
-3.716667;40.385000;82;2007-04-01;8.920
-3.716667;40.385000;82;2007-05-01;8.390
-3.716667;40.385000;82;2007-06-01;2.020
-3.716667;40.385000;82;2007-07-01;8.570
-3.716667;40.385000;82;2007-08-01;7.280
-3.716667;40.385000;82;2007-09-01;6.400
-3.716667;40.385000;82;2007-10-01;4.680
-3.716667;40.385000;82;2007-11-01;3.510
-3.716667;40.385000;82;2007-12-01;6.350
-3.716667;40.385000;83;2007-01-01;10.86
-3.716667;40.385000;83;2007-02-01;9.020
-3.716667;40.385000;83;2007-03-01;13.84
-3.716667;40.385000;83;2007-04-01;11.29
-3.716667;40.385000;83;2007-05-01;13.32
-3.716667;40.385000;83;2007-06-01;22.77
-3.716667;40.385000;83;2007-07-01;26.13
-3.716667;40.385000;83;2007-08-01;30.32
-3.716667;40.385000;83;2007-09-01;27.62
-3.716667;40.385000;83;2007-10-01;21.20
-3.716667;40.385000;83;2007-11-01;14.24
-3.716667;40.385000;83;2007-12-01;10.93
-3.716667;40.385000;86;2007-01-01;89.66
-3.716667;40.385000;86;2007-02-01;78.63
-3.716667;40.385000;86;2007-03-01;87.21
-3.716667;40.385000;86;2007-04-01;82.41
-3.716667;40.385000;86;2007-05-01;94.68
-3.716667;40.385000;86;2007-06-01;51.12
-3.716667;40.385000;86;2007-07-01;48.15
-3.716667;40.385000;86;2007-08-01;39.19
-3.716667;40.385000;86;2007-09-01;48.95
-3.716667;40.385000;86;2007-10-01;83.89
-3.716667;40.385000;86;2007-11-01;53.56
-3.716667;40.385000;86;2007-12-01;86.21
-3.716667;40.385000;89;2007-01-01;0.000
-3.716667;40.385000;89;2007-02-01;0.000
-3.716667;40.385000;89;2007-03-01;0.000
-3.716667;40.385000;89;2007-04-01;0.000
-3.716667;40.385000;89;2007-05-01;1.000
-3.716667;40.385000;89;2007-06-01;0.000
-3.716667;40.385000;89;2007-07-01;0.000
-3.716667;40.385000;89;2007-08-01;0.000
-3.716667;40.385000;89;2007-09-01;0.000
-3.716667;40.385000;89;2007-10-01;1.500
-3.716667;40.385000;89;2007-11-01;0.000
-3.716667;40.385000;89;2007-12-01;0.000
-3.688611;40.468334;01;2007-01-01;11.21
-3.688611;40.468334;01;2007-02-01;14.12
-3.688611;40.468334;01;2007-03-01;11.74
-3.688611;40.468334;01;2007-04-01;11.30
-3.688611;40.468334;01;2007-05-01;6.460
-3.688611;40.468334;01;2007-06-01;6.460
-3.688611;40.468334;01;2007-07-01;9.570
-3.688611;40.468334;01;2007-08-01;8.590
-3.688611;40.468334;01;2007-09-01;9.190
-3.688611;40.468334;01;2007-10-01;7.590
-3.688611;40.468334;01;2007-11-01;19.47
-3.688611;40.468334;01;2007-12-01;14.58
-3.688611;40.468334;06;2007-01-01;0.810
-3.688611;40.468334;06;2007-02-01;0.680
-3.688611;40.468334;06;2007-03-01;0.510
-3.688611;40.468334;06;2007-04-01;0.510
-3.688611;40.468334;06;2007-05-01;0.360
-3.688611;40.468334;06;2007-06-01;0.320
-3.688611;40.468334;06;2007-07-01;0.420
-3.688611;40.468334;06;2007-08-01;0.360
-3.688611;40.468334;06;2007-09-01;0.400
-3.688611;40.468334;06;2007-10-01;0.440
-3.688611;40.468334;06;2007-11-01;0.630
-3.688611;40.468334;06;2007-12-01;0.490
-3.688611;40.468334;08;2007-01-01;80.22
-3.688611;40.468334;08;2007-02-01;68.74
-3.688611;40.468334;08;2007-03-01;49.70
-3.688611;40.468334;08;2007-04-01;64.82
-3.688611;40.468334;08;2007-05-01;68.61
-3.688611;40.468334;08;2007-06-01;76.07
-3.688611;40.468334;08;2007-07-01;51.58
-3.688611;40.468334;08;2007-08-01;60.66
-3.688611;40.468334;08;2007-09-01;72.35
-3.688611;40.468334;08;2007-10-01;70.64
-3.688611;40.468334;08;2007-11-01;82.25
-3.688611;40.468334;08;2007-12-01;57.83
-3.688611;40.468334;09;2007-01-01;28.87
-3.688611;40.468334;09;2007-02-01;20.41
-3.688611;40.468334;09;2007-03-01;14.12
-3.688611;40.468334;09;2007-04-01;17.41
-3.688611;40.468334;09;2007-05-01;10.35
-3.688611;40.468334;09;2007-06-01;17.07
-3.688611;40.468334;09;2007-07-01;14.02
-3.688611;40.468334;09;2007-08-01;17.31
-3.688611;40.468334;09;2007-09-01;19.65
-3.688611;40.468334;09;2007-10-01;17.14
-3.688611;40.468334;09;2007-11-01;20.24
-3.688611;40.468334;09;2007-12-01;14.31
-3.688611;40.468334;10;2007-01-01;62.13
-3.688611;40.468334;10;2007-02-01;57.73
-3.688611;40.468334;10;2007-03-01;41.85
-3.688611;40.468334;10;2007-04-01;48.68
-3.688611;40.468334;10;2007-05-01;16.89
-3.688611;40.468334;10;2007-06-01;34.76
-3.688611;40.468334;10;2007-07-01;31.03
-3.688611;40.468334;10;2007-08-01;40.14
-3.688611;40.468334;10;2007-09-01;35.76
-3.688611;40.468334;10;2007-10-01;32.64
-3.688611;40.468334;10;2007-11-01;38.19
-3.688611;40.468334;10;2007-12-01;21.53
-3.688611;40.468334;12;2007-01-01;236.0
-3.688611;40.468334;12;2007-02-01;195.9
-3.688611;40.468334;12;2007-03-01;128.4
-3.688611;40.468334;12;2007-04-01;131.4
-3.688611;40.468334;12;2007-05-01;107.2
-3.688611;40.468334;12;2007-06-01;101.4
-3.688611;40.468334;12;2007-07-01;110.4
-3.688611;40.468334;12;2007-08-01;105.5
-3.688611;40.468334;12;2007-09-01;110.7
-3.688611;40.468334;12;2007-10-01;141.9
-3.688611;40.468334;12;2007-11-01;232.6
-3.688611;40.468334;12;2007-12-01;120.8
-3.688611;40.468334;14;2007-01-01;7.660
-3.688611;40.468334;14;2007-02-01;11.94
-3.688611;40.468334;14;2007-03-01;28.00
-3.688611;40.468334;14;2007-04-01;33.56
-3.688611;40.468334;14;2007-05-01;36.81
-3.688611;40.468334;14;2007-06-01;43.84
-3.688611;40.468334;14;2007-07-01;39.57
-3.688611;40.468334;14;2007-08-01;45.37
-3.688611;40.468334;14;2007-09-01;48.81
-3.688611;40.468334;14;2007-10-01;14.14
-3.688611;40.468334;14;2007-11-01;15.26
-3.688611;40.468334;14;2007-12-01;10.22
-3.688611;40.468334;20;2007-01-01;6.690
-3.688611;40.468334;20;2007-02-01;8.410
-3.688611;40.468334;20;2007-03-01;5.340
-3.688611;40.468334;20;2007-04-01;4.500
-3.688611;40.468334;20;2007-05-01;4.140
-3.688611;40.468334;20;2007-06-01;4.460
-3.688611;40.468334;20;2007-07-01;5.390
-3.688611;40.468334;20;2007-08-01;8.240
-3.688611;40.468334;20;2007-09-01;7.530
-3.688611;40.468334;20;2007-10-01;9.150
-3.688611;40.468334;20;2007-11-01;9.340
-3.688611;40.468334;20;2007-12-01;6.630
-3.688611;40.468334;30;2007-01-01;1.880
-3.688611;40.468334;30;2007-02-01;2.450
-3.688611;40.468334;30;2007-03-01;1.650
-3.688611;40.468334;30;2007-04-01;1.550
-3.688611;40.468334;30;2007-05-01;1.070
-3.688611;40.468334;30;2007-06-01;0.970
-3.688611;40.468334;30;2007-07-01;1.530
-3.688611;40.468334;30;2007-08-01;1.760
-3.688611;40.468334;30;2007-09-01;2.050
-3.688611;40.468334;30;2007-10-01;2.490
-3.688611;40.468334;30;2007-11-01;2.700
-3.688611;40.468334;30;2007-12-01;2.590
-3.688611;40.468334;35;2007-01-01;2.810
-3.688611;40.468334;35;2007-02-01;2.340
-3.688611;40.468334;35;2007-03-01;2.430
-3.688611;40.468334;35;2007-04-01;2.390
-3.688611;40.468334;35;2007-05-01;0.980
-3.688611;40.468334;35;2007-06-01;1.420
-3.688611;40.468334;35;2007-07-01;2.360
-3.688611;40.468334;35;2007-08-01;2.610
-3.688611;40.468334;35;2007-09-01;6.280
-3.688611;40.468334;35;2007-10-01;3.950
-3.688611;40.468334;35;2007-11-01;3.370
-3.688611;40.468334;35;2007-12-01;2.360
-3.688611;40.468334;42;2007-01-01;1.680
-3.688611;40.468334;42;2007-02-01;1.580
-3.688611;40.468334;42;2007-03-01;1.460
-3.688611;40.468334;42;2007-04-01;1.490
-3.688611;40.468334;42;2007-05-01;1.310
-3.688611;40.468334;42;2007-06-01;1.290
-3.688611;40.468334;42;2007-07-01;1.400
-3.688611;40.468334;42;2007-08-01;1.450
-3.688611;40.468334;42;2007-09-01;1.510
-3.688611;40.468334;42;2007-10-01;1.590
-3.688611;40.468334;42;2007-11-01;1.560
-3.688611;40.468334;42;2007-12-01;1.550
-3.688611;40.468334;44;2007-01-01;0.350
-3.688611;40.468334;44;2007-02-01;0.240
-3.688611;40.468334;44;2007-03-01;0.150
-3.688611;40.468334;44;2007-04-01;0.260
-3.688611;40.468334;44;2007-05-01;0.080
-3.688611;40.468334;44;2007-06-01;0.080
-3.688611;40.468334;44;2007-07-01;0.220
-3.688611;40.468334;44;2007-08-01;0.290
-3.688611;40.468334;44;2007-09-01;0.260
-3.688611;40.468334;44;2007-10-01;0.220
-3.688611;40.468334;44;2007-11-01;0.380
-3.688611;40.468334;44;2007-12-01;0.300
-3.688611;40.468334;80;2007-01-01;4.000
-3.688611;40.468334;80;2007-02-01;5.290
-3.688611;40.468334;80;2007-03-01;15.61
-3.688611;40.468334;80;2007-04-01;11.47
-3.688611;40.468334;80;2007-05-01;7.160
-3.688611;40.468334;80;2007-06-01;54.06
-3.688611;40.468334;80;2007-07-01;56.61
-3.688611;40.468334;80;2007-08-01;50.88
-3.688611;40.468334;80;2007-09-01;34.01
-3.688611;40.468334;80;2007-10-01;19.89
-3.688611;40.468334;80;2007-11-01;28.16
-3.688611;40.468334;80;2007-12-01;22.54
-3.688611;40.468334;81;2007-01-01;1.400
-3.688611;40.468334;81;2007-02-01;1.680
-3.688611;40.468334;81;2007-03-01;2.510
-3.688611;40.468334;81;2007-04-01;1.730
-3.688611;40.468334;81;2007-05-01;1.920
-3.688611;40.468334;81;2007-06-01;2.370
-3.688611;40.468334;81;2007-07-01;1.910
-3.688611;40.468334;81;2007-08-01;1.870
-3.688611;40.468334;81;2007-09-01;1.410
-3.688611;40.468334;81;2007-10-01;1.530
-3.688611;40.468334;81;2007-11-01;1.420
-3.688611;40.468334;81;2007-12-01;1.480
-3.688611;40.468334;82;2007-01-01;2.130
-3.688611;40.468334;82;2007-02-01;2.980
-3.688611;40.468334;82;2007-03-01;4.960
-3.688611;40.468334;82;2007-04-01;4.800
-3.688611;40.468334;82;2007-05-01;4.460
-3.688611;40.468334;82;2007-06-01;1.890
-3.688611;40.468334;82;2007-07-01;3.950
-3.688611;40.468334;82;2007-08-01;3.100
-3.688611;40.468334;82;2007-09-01;3.740
-3.688611;40.468334;82;2007-10-01;2.430
-3.688611;40.468334;82;2007-11-01;3.080
-3.688611;40.468334;82;2007-12-01;4.170
-3.688611;40.468334;83;2007-01-01;8.480
-3.688611;40.468334;83;2007-02-01;6.480
-3.688611;40.468334;83;2007-03-01;11.03
-3.688611;40.468334;83;2007-04-01;8.450
-3.688611;40.468334;83;2007-05-01;9.940
-3.688611;40.468334;83;2007-06-01;19.61
-3.688611;40.468334;83;2007-07-01;22.78
-3.688611;40.468334;83;2007-08-01;27.83
-3.688611;40.468334;83;2007-09-01;25.23
-3.688611;40.468334;83;2007-10-01;18.18
-3.688611;40.468334;83;2007-11-01;13.80
-3.688611;40.468334;83;2007-12-01;8.800
-3.688611;40.468334;86;2007-01-01;80.50
-3.688611;40.468334;86;2007-02-01;61.74
-3.688611;40.468334;86;2007-03-01;72.22
-3.688611;40.468334;86;2007-04-01;68.50
-3.688611;40.468334;86;2007-05-01;87.57
-3.688611;40.468334;86;2007-06-01;41.49
-3.688611;40.468334;86;2007-07-01;39.36
-3.688611;40.468334;86;2007-08-01;30.51
-3.688611;40.468334;86;2007-09-01;37.23
-3.688611;40.468334;86;2007-10-01;77.50
-3.688611;40.468334;86;2007-11-01;37.31
-3.688611;40.468334;86;2007-12-01;83.39
-3.688611;40.468334;87;2007-01-01;943.6
-3.688611;40.468334;87;2007-02-01;929.9
-3.688611;40.468334;87;2007-03-01;927.9
-3.688611;40.468334;87;2007-04-01;917.1
-3.688611;40.468334;87;2007-05-01;913.0
-3.688611;40.468334;87;2007-06-01;928.3
-3.688611;40.468334;87;2007-07-01;921.6
-3.688611;40.468334;87;2007-08-01;920.6
-3.688611;40.468334;87;2007-09-01;924.0
-3.688611;40.468334;87;2007-10-01;923.5
-3.688611;40.468334;87;2007-11-01;928.2
-3.688611;40.468334;87;2007-12-01;927.4
-3.688611;40.468334;89;2007-01-01;0.000
-3.688611;40.468334;89;2007-02-01;0.000
-3.688611;40.468334;89;2007-03-01;0.000
-3.688611;40.468334;89;2007-04-01;0.000
-3.688611;40.468334;89;2007-05-01;1.500
-3.688611;40.468334;89;2007-06-01;0.000
-3.688611;40.468334;89;2007-07-01;0.000
-3.688611;40.468334;89;2007-08-01;0.000
-3.688611;40.468334;89;2007-09-01;0.000
-3.688611;40.468334;89;2007-10-01;1.500
-3.688611;40.468334;89;2007-11-01;0.000
-3.688611;40.468334;89;2007-12-01;0.000
-3.639167;40.440000;01;2007-01-01;12.83
-3.639167;40.440000;01;2007-02-01;10.04
-3.639167;40.440000;01;2007-03-01;11.73
-3.639167;40.440000;01;2007-04-01;8.640
-3.639167;40.440000;01;2007-05-01;7.880
-3.639167;40.440000;01;2007-06-01;8.080
-3.639167;40.440000;01;2007-07-01;7.680
-3.639167;40.440000;01;2007-08-01;8.160
-3.639167;40.440000;01;2007-09-01;8.890
-3.639167;40.440000;01;2007-10-01;5.320
-3.639167;40.440000;01;2007-11-01;15.07
-3.639167;40.440000;01;2007-12-01;12.97
-3.639167;40.440000;06;2007-01-01;0.940
-3.639167;40.440000;06;2007-02-01;0.670
-3.639167;40.440000;06;2007-03-01;0.640
-3.639167;40.440000;06;2007-04-01;0.470
-3.639167;40.440000;06;2007-05-01;0.260
-3.639167;40.440000;06;2007-06-01;0.210
-3.639167;40.440000;06;2007-07-01;0.260
-3.639167;40.440000;06;2007-08-01;0.220
-3.639167;40.440000;06;2007-09-01;0.300
-3.639167;40.440000;06;2007-10-01;0.140
-3.639167;40.440000;06;2007-11-01;0.430
-3.639167;40.440000;06;2007-12-01;0.440
-3.639167;40.440000;08;2007-01-01;61.56
-3.639167;40.440000;08;2007-02-01;46.48
-3.639167;40.440000;08;2007-03-01;40.91
-3.639167;40.440000;08;2007-04-01;44.01
-3.639167;40.440000;08;2007-05-01;31.02
-3.639167;40.440000;08;2007-06-01;24.29
-3.639167;40.440000;08;2007-07-01;23.12
-3.639167;40.440000;08;2007-08-01;29.04
-3.639167;40.440000;08;2007-09-01;34.80
-3.639167;40.440000;08;2007-10-01;35.13
-3.639167;40.440000;08;2007-11-01;40.99
-3.639167;40.440000;08;2007-12-01;37.99
-3.639167;40.440000;10;2007-01-01;25.24
-3.639167;40.440000;10;2007-02-01;19.97
-3.639167;40.440000;10;2007-03-01;25.19
-3.639167;40.440000;10;2007-04-01;16.64
-3.639167;40.440000;10;2007-05-01;10.12
-3.639167;40.440000;10;2007-06-01;21.42
-3.639167;40.440000;10;2007-07-01;21.39
-3.639167;40.440000;10;2007-08-01;36.64
-3.639167;40.440000;10;2007-09-01;30.94
-3.639167;40.440000;10;2007-10-01;27.39
-3.639167;40.440000;10;2007-11-01;27.20
-3.639167;40.440000;10;2007-12-01;23.59
-3.639167;40.440000;12;2007-01-01;156.8
-3.639167;40.440000;12;2007-02-01;80.94
-3.639167;40.440000;12;2007-03-01;70.79
-3.639167;40.440000;12;2007-04-01;55.40
-3.639167;40.440000;12;2007-05-01;35.38
-3.639167;40.440000;12;2007-06-01;28.06
-3.639167;40.440000;12;2007-07-01;30.17
-3.639167;40.440000;12;2007-08-01;35.52
-3.639167;40.440000;12;2007-09-01;51.66
-3.639167;40.440000;12;2007-10-01;55.03
-3.639167;40.440000;12;2007-11-01;91.70
-3.639167;40.440000;12;2007-12-01;80.51
-3.639167;40.440000;14;2007-01-01;12.91
-3.639167;40.440000;14;2007-02-01;14.90
-3.639167;40.440000;14;2007-03-01;29.37
-3.639167;40.440000;14;2007-04-01;46.47
-3.639167;40.440000;14;2007-05-01;52.78
-3.639167;40.440000;14;2007-06-01;55.47
-3.639167;40.440000;14;2007-07-01;53.28
-3.639167;40.440000;14;2007-08-01;57.71
-3.639167;40.440000;14;2007-09-01;61.95
-3.639167;40.440000;14;2007-10-01;20.47
-3.639167;40.440000;14;2007-11-01;26.55
-3.639167;40.440000;14;2007-12-01;11.39
-3.639167;40.440000;89;2007-01-01;0.000
-3.639167;40.440000;89;2007-02-01;0.000
-3.639167;40.440000;89;2007-03-01;0.000
-3.639167;40.440000;89;2007-04-01;0.500
-3.639167;40.440000;89;2007-05-01;0.000
-3.639167;40.440000;89;2007-06-01;0.000
-3.639167;40.440000;89;2007-07-01;0.000
-3.639167;40.440000;89;2007-08-01;0.000
-3.639167;40.440000;89;2007-09-01;0.000
-3.639167;40.440000;89;2007-10-01;3.000
-3.639167;40.440000;89;2007-11-01;0.000
-3.639167;40.440000;89;2007-12-01;0.000
-3.731944;40.394722;01;2007-01-01;12.24
-3.731944;40.394722;01;2007-02-01;15.83
-3.731944;40.394722;01;2007-03-01;4.260
-3.731944;40.394722;01;2007-04-01;10.46
-3.731944;40.394722;01;2007-05-01;1.880
-3.731944;40.394722;01;2007-06-01;2.500
-3.731944;40.394722;01;2007-07-01;5.990
-3.731944;40.394722;01;2007-08-01;9.650
-3.731944;40.394722;01;2007-09-01;10.45
-3.731944;40.394722;01;2007-10-01;7.450
-3.731944;40.394722;01;2007-11-01;5.810
-3.731944;40.394722;01;2007-12-01;17.87
-3.731944;40.394722;06;2007-01-01;0.680
-3.731944;40.394722;06;2007-02-01;0.880
-3.731944;40.394722;06;2007-03-01;0.350
-3.731944;40.394722;06;2007-04-01;0.380
-3.731944;40.394722;06;2007-05-01;0.280
-3.731944;40.394722;06;2007-06-01;0.240
-3.731944;40.394722;06;2007-07-01;0.240
-3.731944;40.394722;06;2007-08-01;0.300
-3.731944;40.394722;06;2007-09-01;0.390
-3.731944;40.394722;06;2007-10-01;0.330
-3.731944;40.394722;06;2007-11-01;0.650
-3.731944;40.394722;06;2007-12-01;0.600
-3.731944;40.394722;08;2007-01-01;64.00
-3.731944;40.394722;08;2007-02-01;55.05
-3.731944;40.394722;08;2007-03-01;33.12
-3.731944;40.394722;08;2007-04-01;46.43
-3.731944;40.394722;08;2007-05-01;30.64
-3.731944;40.394722;08;2007-06-01;28.12
-3.731944;40.394722;08;2007-07-01;27.76
-3.731944;40.394722;08;2007-08-01;42.07
-3.731944;40.394722;08;2007-09-01;52.96
-3.731944;40.394722;08;2007-10-01;44.08
-3.731944;40.394722;08;2007-11-01;68.01
-3.731944;40.394722;08;2007-12-01;52.51
-3.731944;40.394722;10;2007-01-01;33.31
-3.731944;40.394722;10;2007-02-01;33.60
-3.731944;40.394722;10;2007-03-01;19.69
-3.731944;40.394722;10;2007-04-01;17.51
-3.731944;40.394722;10;2007-05-01;14.79
-3.731944;40.394722;10;2007-06-01;22.52
-3.731944;40.394722;10;2007-07-01;21.67
-3.731944;40.394722;10;2007-08-01;35.86
-3.731944;40.394722;10;2007-09-01;34.99
-3.731944;40.394722;10;2007-10-01;27.05
-3.731944;40.394722;10;2007-11-01;29.33
-3.731944;40.394722;10;2007-12-01;12.81
-3.731944;40.394722;12;2007-01-01;135.6
-3.731944;40.394722;12;2007-02-01;151.2
-3.731944;40.394722;12;2007-03-01;42.67
-3.731944;40.394722;12;2007-04-01;54.63
-3.731944;40.394722;12;2007-05-01;35.99
-3.731944;40.394722;12;2007-06-01;33.26
-3.731944;40.394722;12;2007-07-01;34.74
-3.731944;40.394722;12;2007-08-01;52.05
-3.731944;40.394722;12;2007-09-01;63.48
-3.731944;40.394722;12;2007-10-01;62.56
-3.731944;40.394722;12;2007-11-01;123.9
-3.731944;40.394722;12;2007-12-01;92.74
-3.731944;40.394722;14;2007-01-01;5.060
-3.731944;40.394722;14;2007-02-01;7.620
-3.731944;40.394722;14;2007-03-01;31.79
-3.731944;40.394722;14;2007-04-01;47.16
-3.731944;40.394722;14;2007-05-01;45.42
-3.731944;40.394722;14;2007-06-01;49.34
-3.731944;40.394722;14;2007-07-01;53.04
-3.731944;40.394722;14;2007-08-01;51.87
-3.731944;40.394722;14;2007-09-01;56.14
-3.731944;40.394722;14;2007-10-01;19.75
-3.731944;40.394722;14;2007-11-01;17.80
-3.731944;40.394722;14;2007-12-01;11.17
-3.731944;40.394722;83;2007-01-01;11.90
-3.731944;40.394722;83;2007-02-01;10.09
-3.731944;40.394722;83;2007-03-01;14.62
-3.731944;40.394722;83;2007-04-01;12.43
-3.731944;40.394722;83;2007-05-01;13.81
-3.731944;40.394722;83;2007-06-01;21.49
-3.731944;40.394722;83;2007-07-01;23.96
-3.731944;40.394722;83;2007-08-01;26.78
-3.731944;40.394722;83;2007-09-01;24.84
-3.731944;40.394722;83;2007-10-01;19.97
-3.731944;40.394722;83;2007-11-01;14.71
-3.731944;40.394722;83;2007-12-01;12.25
-3.731944;40.394722;89;2007-01-01;0.000
-3.731944;40.394722;89;2007-02-01;0.000
-3.731944;40.394722;89;2007-03-01;0.000
-3.731944;40.394722;89;2007-04-01;0.000
-3.731944;40.394722;89;2007-05-01;1.500
-3.731944;40.394722;89;2007-06-01;0.000
-3.731944;40.394722;89;2007-07-01;0.000
-3.731944;40.394722;89;2007-08-01;0.000
-3.731944;40.394722;89;2007-09-01;0.000
-3.731944;40.394722;89;2007-10-01;0.000
-3.731944;40.394722;89;2007-11-01;0.000
-3.731944;40.394722;89;2007-12-01;0.000
-3.741834;40.406567;01;2007-01-01;12.67
-3.741834;40.406567;01;2007-02-01;12.27
-3.741834;40.406567;01;2007-03-01;7.920
-3.741834;40.406567;01;2007-04-01;8.180
-3.741834;40.406567;01;2007-05-01;6.540
-3.741834;40.406567;01;2007-06-01;7.660
-3.741834;40.406567;01;2007-07-01;6.720
-3.741834;40.406567;01;2007-08-01;7.680
-3.741834;40.406567;01;2007-09-01;8.170
-3.741834;40.406567;01;2007-10-01;7.270
-3.741834;40.406567;01;2007-11-01;13.17
-3.741834;40.406567;01;2007-12-01;11.82
-3.741834;40.406567;06;2007-01-01;0.710
-3.741834;40.406567;06;2007-02-01;0.710
-3.741834;40.406567;06;2007-03-01;0.370
-3.741834;40.406567;06;2007-04-01;0.420
-3.741834;40.406567;06;2007-05-01;0.330
-3.741834;40.406567;06;2007-06-01;0.360
-3.741834;40.406567;06;2007-07-01;0.310
-3.741834;40.406567;06;2007-08-01;0.370
-3.741834;40.406567;06;2007-09-01;0.450
-3.741834;40.406567;06;2007-10-01;0.410
-3.741834;40.406567;06;2007-11-01;0.660
-3.741834;40.406567;06;2007-12-01;0.600
-3.741834;40.406567;08;2007-01-01;85.56
-3.741834;40.406567;08;2007-02-01;79.14
-3.741834;40.406567;08;2007-03-01;42.46
-3.741834;40.406567;08;2007-04-01;63.13
-3.741834;40.406567;08;2007-05-01;33.38
-3.741834;40.406567;08;2007-06-01;62.67
-3.741834;40.406567;08;2007-07-01;39.97
-3.741834;40.406567;08;2007-08-01;60.09
-3.741834;40.406567;08;2007-09-01;70.63
-3.741834;40.406567;08;2007-10-01;57.98
-3.741834;40.406567;08;2007-11-01;90.11
-3.741834;40.406567;08;2007-12-01;65.11
-3.741834;40.406567;10;2007-01-01;45.96
-3.741834;40.406567;10;2007-02-01;52.83
-3.741834;40.406567;10;2007-03-01;20.96
-3.741834;40.406567;10;2007-04-01;21.01
-3.741834;40.406567;10;2007-05-01;15.37
-3.741834;40.406567;10;2007-06-01;27.84
-3.741834;40.406567;10;2007-07-01;19.77
-3.741834;40.406567;10;2007-08-01;30.27
-3.741834;40.406567;10;2007-09-01;29.11
-3.741834;40.406567;10;2007-10-01;28.48
-3.741834;40.406567;10;2007-11-01;39.63
-3.741834;40.406567;10;2007-12-01;22.50
-3.741834;40.406567;12;2007-01-01;219.9
-3.741834;40.406567;12;2007-02-01;197.2
-3.741834;40.406567;12;2007-03-01;65.49
-3.741834;40.406567;12;2007-04-01;83.45
-3.741834;40.406567;12;2007-05-01;43.69
-3.741834;40.406567;12;2007-06-01;97.97
-3.741834;40.406567;12;2007-07-01;59.92
-3.741834;40.406567;12;2007-08-01;92.34
-3.741834;40.406567;12;2007-09-01;105.0
-3.741834;40.406567;12;2007-10-01;106.2
-3.741834;40.406567;12;2007-11-01;195.6
-3.741834;40.406567;12;2007-12-01;136.8
-3.741834;40.406567;14;2007-01-01;7.110
-3.741834;40.406567;14;2007-02-01;9.160
-3.741834;40.406567;14;2007-03-01;33.73
-3.741834;40.406567;14;2007-04-01;41.39
-3.741834;40.406567;14;2007-05-01;42.31
-3.741834;40.406567;14;2007-06-01;26.38
-3.741834;40.406567;14;2007-07-01;41.96
