longitud;latitud;parametro;anio-mes-dia;valor
-3.703333;40.419167;10;2004-03-01;28.93
-3.703333;40.419167;10;2004-04-01;15.90
-3.703333;40.419167;10;2004-05-01;16.93
-3.703333;40.419167;10;2004-06-01;30.08
-3.703333;40.419167;10;2004-07-01;32.91
-3.703333;40.419167;10;2004-08-01;43.74
-3.703333;40.419167;10;2004-09-01;44.30
-3.703333;40.419167;10;2004-10-01;00.00N53.32
-3.703333;40.419167;10;2004-11-01;40.49
-3.703333;40.419167;10;2004-12-01;24.32
-3.703333;40.419167;12;2004-01-01;134.5
-3.703333;40.419167;12;2004-02-01;173.2
-3.703333;40.419167;12;2004-03-01;128.4
-3.703333;40.419167;12;2004-04-01;49.01
-3.703333;40.419167;12;2004-05-01;81.55
-3.703333;40.419167;12;2004-06-01;86.20
-3.703333;40.419167;12;2004-07-01;91.15
-3.703333;40.419167;12;2004-08-01;61.15
-3.703333;40.419167;12;2004-09-01;68.45
-3.703333;40.419167;12;2004-10-01;00.00N160.3
-3.703333;40.419167;12;2004-11-01;151.2
-3.703333;40.419167;12;2004-12-01;104.3
-3.703333;40.419167;14;2004-01-01;13.38
-3.703333;40.419167;14;2004-02-01;5.020
-3.703333;40.419167;14;2004-03-01;28.53
-3.703333;40.419167;14;2004-04-01;63.68
-3.703333;40.419167;14;2004-05-01;26.83
-3.703333;40.419167;14;2004-06-01;40.83
-3.703333;40.419167;14;2004-07-01;59.61
-3.703333;40.419167;14;2004-08-01;41.72
-3.703333;40.419167;14;2004-09-01;43.00
-3.703333;40.419167;14;2004-10-01;00.00N37.60
-3.703333;40.419167;14;2004-11-01;15.38
-3.703333;40.419167;14;2004-12-01;19.84
-3.712222;40.424167;01;2004-01-01;23.29
-3.712222;40.424167;01;2004-02-01;24.32
-3.712222;40.424167;01;2004-03-01;17.08
-3.712222;40.424167;01;2004-04-01;7.190
-3.712222;40.424167;01;2004-05-01;6.240
-3.712222;40.424167;01;2004-06-01;5.460
-3.712222;40.424167;01;2004-07-01;8.030
-3.712222;40.424167;01;2004-08-01;5.770
-3.712222;40.424167;01;2004-09-01;6.630
-3.712222;40.424167;01;2004-10-01;12.76
-3.712222;40.424167;01;2004-11-01;14.98
-3.712222;40.424167;01;2004-12-01;11.09
-3.712222;40.424167;06;2004-01-01;1.100
-3.712222;40.424167;06;2004-02-01;1.060
-3.712222;40.424167;06;2004-03-01;0.750
-3.712222;40.424167;06;2004-04-01;0.430
-3.712222;40.424167;06;2004-05-01;0.510
-3.712222;40.424167;06;2004-06-01;0.460
-3.712222;40.424167;06;2004-07-01;0.550
-3.712222;40.424167;06;2004-08-01;0.330
-3.712222;40.424167;06;2004-09-01;0.410
-3.712222;40.424167;06;2004-10-01;1.040
-3.712222;40.424167;06;2004-11-01;0.880
-3.712222;40.424167;06;2004-12-01;0.610
-3.712222;40.424167;08;2004-01-01;62.44
-3.712222;40.424167;08;2004-02-01;62.15
-3.712222;40.424167;08;2004-03-01;71.74
-3.712222;40.424167;08;2004-04-01;52.61
-3.712222;40.424167;08;2004-05-01;49.25
-3.712222;40.424167;08;2004-06-01;52.60
-3.712222;40.424167;08;2004-07-01;88.01
-3.712222;40.424167;08;2004-08-01;54.40
-3.712222;40.424167;08;2004-09-01;48.77
-3.712222;40.424167;08;2004-10-01;23.39
-3.712222;40.424167;08;2004-11-01;45.36
-3.712222;40.424167;08;2004-12-01;45.76
-3.712222;40.424167;10;2004-01-01;23.94
-3.712222;40.424167;10;2004-02-01;26.06
-3.712222;40.424167;10;2004-03-01;25.31
-3.712222;40.424167;10;2004-04-01;10.57
-3.712222;40.424167;10;2004-05-01;10.63
-3.712222;40.424167;10;2004-06-01;24.97
-3.712222;40.424167;10;2004-07-01;34.27
-3.712222;40.424167;10;2004-08-01;31.16
-3.712222;40.424167;10;2004-09-01;34.52
-3.712222;40.424167;10;2004-10-01;42.92
-3.712222;40.424167;10;2004-11-01;26.57
-3.712222;40.424167;10;2004-12-01;13.70
-3.712222;40.424167;12;2004-01-01;193.0
-3.712222;40.424167;12;2004-02-01;185.0
-3.712222;40.424167;12;2004-03-01;146.3
-3.712222;40.424167;12;2004-04-01;66.28
-3.712222;40.424167;12;2004-05-01;79.19
-3.712222;40.424167;12;2004-06-01;76.62
-3.712222;40.424167;12;2004-07-01;128.8
-3.712222;40.424167;12;2004-08-01;66.53
-3.712222;40.424167;12;2004-09-01;72.74
-3.712222;40.424167;12;2004-10-01;57.58
-3.712222;40.424167;12;2004-11-01;169.1
-3.712222;40.424167;12;2004-12-01;112.3
-3.712222;40.424167;14;2004-01-01;12.22
-3.712222;40.424167;14;2004-02-01;5.910
-3.712222;40.424167;14;2004-03-01;34.08
-3.712222;40.424167;14;2004-04-01;50.74
-3.712222;40.424167;14;2004-05-01;27.17
-3.712222;40.424167;14;2004-06-01;44.47
-3.712222;40.424167;14;2004-07-01;52.28
-3.712222;40.424167;14;2004-08-01;43.94
-3.712222;40.424167;14;2004-09-01;29.35
-3.712222;40.424167;14;2004-10-01;19.93
-3.712222;40.424167;14;2004-11-01;8.670
-3.712222;40.424167;14;2004-12-01;15.08
-3.712222;40.424167;81;2004-01-01;1.380
-3.712222;40.424167;81;2004-02-01;1.150
-3.712222;40.424167;81;2004-03-01;1.770
-3.712222;40.424167;81;2004-04-01;1.710
-3.712222;40.424167;81;2004-05-01;1.640
-3.712222;40.424167;81;2004-06-01;1.910
-3.712222;40.424167;81;2004-07-01;1.110
-3.712222;40.424167;81;2004-08-01;1.140
-3.712222;40.424167;81;2004-09-01;1.040
-3.712222;40.424167;81;2004-10-01;0.860
-3.712222;40.424167;81;2004-11-01;0.960
-3.712222;40.424167;81;2004-12-01;1.200
-3.712222;40.424167;82;2004-01-01;7.970
-3.712222;40.424167;82;2004-02-01;8.700
-3.712222;40.424167;82;2004-03-01;8.910
-3.712222;40.424167;82;2004-04-01;7.430
-3.712222;40.424167;82;2004-05-01;11.21
-3.712222;40.424167;82;2004-06-01;7.450
-3.712222;40.424167;82;2004-07-01;5.970
-3.712222;40.424167;82;2004-08-01;7.940
-3.712222;40.424167;82;2004-09-01;8.940
-3.712222;40.424167;82;2004-10-01;7.750
-3.712222;40.424167;82;2004-11-01;7.300
-3.712222;40.424167;82;2004-12-01;7.640
-3.712222;40.424167;83;2004-01-01;7.440
-3.712222;40.424167;83;2004-02-01;12.27
-3.712222;40.424167;83;2004-03-01;3.800
-3.712222;40.424167;83;2004-04-01;8.270
-3.712222;40.424167;83;2004-05-01;9.610
-3.712222;40.424167;83;2004-06-01;25.72
-3.712222;40.424167;83;2004-07-01;27.23
-3.712222;40.424167;83;2004-08-01;28.88
-3.712222;40.424167;83;2004-09-01;22.43
-3.712222;40.424167;83;2004-10-01;21.26
-3.712222;40.424167;83;2004-11-01;9.890
-3.712222;40.424167;83;2004-12-01;7.110
-3.712222;40.424167;86;2004-01-01;58.36
-3.712222;40.424167;86;2004-02-01;68.42
-3.712222;40.424167;86;2004-03-01;36.50
-3.712222;40.424167;86;2004-04-01;66.50
-3.712222;40.424167;86;2004-05-01;70.75
-3.712222;40.424167;86;2004-06-01;40.29
-3.712222;40.424167;86;2004-07-01;33.86
-3.712222;40.424167;86;2004-08-01;35.14
-3.712222;40.424167;86;2004-09-01;41.96
-3.712222;40.424167;86;2004-10-01;40.55
-3.712222;40.424167;86;2004-11-01;62.56
-3.712222;40.424167;86;2004-12-01;76.00
-3.712222;40.424167;89;2004-01-01;00.00
-3.712222;40.424167;89;2004-02-01;0.500
-3.712222;40.424167;89;2004-03-01;00.00
-3.712222;40.424167;89;2004-04-01;4.500
-3.712222;40.424167;89;2004-05-01;10.50
-3.712222;40.424167;89;2004-06-01;00.00
-3.712222;40.424167;89;2004-07-01;00.00
-3.712222;40.424167;89;2004-08-01;00.00
-3.712222;40.424167;89;2004-09-01;00.00
-3.712222;40.424167;89;2004-10-01;00.00
-3.712222;40.424167;89;2004-11-01;00.00
-3.712222;40.424167;89;2004-12-01;0.500
-3.711389;40.478333;01;2004-01-01;11.51
-3.711389;40.478333;01;2004-02-01;9.590
-3.711389;40.478333;01;2004-03-01;9.440
-3.711389;40.478333;01;2004-04-01;4.560
-3.711389;40.478333;01;2004-05-01;4.840
-3.711389;40.478333;01;2004-06-01;5.640
-3.711389;40.478333;01;2004-07-01;6.450
-3.711389;40.478333;01;2004-08-01;6.880
-3.711389;40.478333;01;2004-09-01;6.810
-3.711389;40.478333;01;2004-10-01;11.25
-3.711389;40.478333;01;2004-11-01;11.02
-3.711389;40.478333;01;2004-12-01;8.760
-3.711389;40.478333;06;2004-01-01;0.720
-3.711389;40.478333;06;2004-02-01;0.380
-3.711389;40.478333;06;2004-03-01;0.670
-3.711389;40.478333;06;2004-04-01;0.270
-3.711389;40.478333;06;2004-05-01;0.270
-3.711389;40.478333;06;2004-06-01;0.180
-3.711389;40.478333;06;2004-07-01;0.210
-3.711389;40.478333;06;2004-08-01;0.120
-3.711389;40.478333;06;2004-09-01;0.190
-3.711389;40.478333;06;2004-10-01;0.740
-3.711389;40.478333;06;2004-11-01;0.810
-3.711389;40.478333;06;2004-12-01;0.410
-3.711389;40.478333;08;2004-01-01;70.56
-3.711389;40.478333;08;2004-02-01;65.80
-3.711389;40.478333;08;2004-03-01;64.87
-3.711389;40.478333;08;2004-04-01;55.42
-3.711389;40.478333;08;2004-05-01;42.57
-3.711389;40.478333;08;2004-06-01;32.51
-3.711389;40.478333;08;2004-07-01;44.13
-3.711389;40.478333;08;2004-08-01;50.99
-3.711389;40.478333;08;2004-09-01;50.41
-3.711389;40.478333;08;2004-10-01;99.81
-3.711389;40.478333;08;2004-11-01;80.95
-3.711389;40.478333;08;2004-12-01;63.25
-3.711389;40.478333;10;2004-01-01;15.92
-3.711389;40.478333;10;2004-02-01;14.91
-3.711389;40.478333;10;2004-03-01;29.60
-3.711389;40.478333;10;2004-04-01;14.99
-3.711389;40.478333;10;2004-05-01;12.98
-3.711389;40.478333;10;2004-06-01;34.60
-3.711389;40.478333;10;2004-07-01;53.25
-3.711389;40.478333;10;2004-08-01;49.28
-3.711389;40.478333;10;2004-09-01;55.93
-3.711389;40.478333;10;2004-10-01;73.83
-3.711389;40.478333;10;2004-11-01;32.68
-3.711389;40.478333;10;2004-12-01;23.63
-3.711389;40.478333;12;2004-01-01;173.5
-3.711389;40.478333;12;2004-02-01;139.7
-3.711389;40.478333;12;2004-03-01;129.3
-3.711389;40.478333;12;2004-04-01;66.53
-3.711389;40.478333;12;2004-05-01;54.70
-3.711389;40.478333;12;2004-06-01;38.43
-3.711389;40.478333;12;2004-07-01;54.47
-3.711389;40.478333;12;2004-08-01;59.84
-3.711389;40.478333;12;2004-09-01;67.36
-3.711389;40.478333;12;2004-10-01;187.4
-3.711389;40.478333;12;2004-11-01;205.3
-3.711389;40.478333;12;2004-12-01;115.9
-3.711389;40.478333;14;2004-01-01;17.32
-3.711389;40.478333;14;2004-02-01;7.440
-3.711389;40.478333;14;2004-03-01;41.74
-3.711389;40.478333;14;2004-04-01;29.57
-3.711389;40.478333;14;2004-05-01;35.27
-3.711389;40.478333;14;2004-06-01;59.46
-3.711389;40.478333;14;2004-07-01;79.10
-3.711389;40.478333;14;2004-08-01;51.83
-3.711389;40.478333;14;2004-09-01;43.01
-3.711389;40.478333;14;2004-10-01;28.38
-3.711389;40.478333;14;2004-11-01;9.660
-3.711389;40.478333;14;2004-12-01;21.71
-3.711389;40.478333;89;2004-01-01;00.00
-3.711389;40.478333;89;2004-02-01;0.500
-3.711389;40.478333;89;2004-03-01;00.00
-3.711389;40.478333;89;2004-04-01;3.000
-3.711389;40.478333;89;2004-05-01;8.500
-3.711389;40.478333;89;2004-06-01;00.00
-3.711389;40.478333;89;2004-07-01;00.00
-3.711389;40.478333;89;2004-08-01;00.00
-3.711389;40.478333;89;2004-09-01;00.00
-3.711389;40.478333;89;2004-10-01;00.00
-3.711389;40.478333;89;2004-11-01;00.00
-3.711389;40.478333;89;2004-12-01;1.000
-3.690833;40.437778;01;2004-01-01;33.55
-3.690833;40.437778;01;2004-02-01;25.11
-3.690833;40.437778;01;2004-03-01;24.20
-3.690833;40.437778;01;2004-04-01;19.86
-3.690833;40.437778;01;2004-05-01;9.400
-3.690833;40.437778;01;2004-06-01;9.800
-3.690833;40.437778;01;2004-07-01;11.67
-3.690833;40.437778;01;2004-08-01;13.26
-3.690833;40.437778;01;2004-09-01;8.910
-3.690833;40.437778;01;2004-10-01;19.49
-3.690833;40.437778;01;2004-11-01;10.63
-3.690833;40.437778;01;2004-12-01;20.30
-3.690833;40.437778;06;2004-01-01;1.140
-3.690833;40.437778;06;2004-02-01;1.440
-3.690833;40.437778;06;2004-03-01;1.210
-3.690833;40.437778;06;2004-04-01;0.920
-3.690833;40.437778;06;2004-05-01;0.790
-3.690833;40.437778;06;2004-06-01;0.740
-3.690833;40.437778;06;2004-07-01;0.870
-3.690833;40.437778;06;2004-08-01;0.710
-3.690833;40.437778;06;2004-09-01;0.830
-3.690833;40.437778;06;2004-10-01;1.400
-3.690833;40.437778;06;2004-11-01;1.440
-3.690833;40.437778;06;2004-12-01;1.150
-3.690833;40.437778;08;2004-01-01;83.02
-3.690833;40.437778;08;2004-02-01;76.22
-3.690833;40.437778;08;2004-03-01;91.92
-3.690833;40.437778;08;2004-04-01;85.51
-3.690833;40.437778;08;2004-05-01;64.27
-3.690833;40.437778;08;2004-06-01;78.09
-3.690833;40.437778;08;2004-07-01;106.8
-3.690833;40.437778;08;2004-08-01;82.33
-3.690833;40.437778;08;2004-09-01;68.21
-3.690833;40.437778;08;2004-10-01;135.0
-3.690833;40.437778;08;2004-11-01;107.5
-3.690833;40.437778;08;2004-12-01;90.80
-3.690833;40.437778;09;2004-01-01;20.93
-3.690833;40.437778;09;2004-02-01;28.03
-3.690833;40.437778;09;2004-03-01;22.31
-3.690833;40.437778;09;2004-04-01;16.83
-3.690833;40.437778;09;2004-05-01;13.62
-3.690833;40.437778;09;2004-06-01;23.79
-3.690833;40.437778;09;2004-07-01;28.82
-3.690833;40.437778;09;2004-08-01;39.55
-3.690833;40.437778;09;2004-09-01;31.96
-3.690833;40.437778;09;2004-10-01;40.39
-3.690833;40.437778;09;2004-11-01;34.41
-3.690833;40.437778;09;2004-12-01;26.48
-3.690833;40.437778;10;2004-01-01;30.38
-3.690833;40.437778;10;2004-02-01;45.16
-3.690833;40.437778;10;2004-03-01;32.81
-3.690833;40.437778;10;2004-04-01;24.34
-3.690833;40.437778;10;2004-05-01;16.59
-3.690833;40.437778;10;2004-06-01;33.38
-3.690833;40.437778;10;2004-07-01;47.68
-3.690833;40.437778;10;2004-08-01;55.66
-3.690833;40.437778;10;2004-09-01;55.31
-3.690833;40.437778;10;2004-10-01;69.09
-3.690833;40.437778;10;2004-11-01;45.48
-3.690833;40.437778;10;2004-12-01;37.27
-3.690833;40.437778;12;2004-01-01;233.4
-3.690833;40.437778;12;2004-02-01;247.7
-3.690833;40.437778;12;2004-03-01;225.1
-3.690833;40.437778;12;2004-04-01;160.1
-3.690833;40.437778;12;2004-05-01;143.3
-3.690833;40.437778;12;2004-06-01;150.4
-3.690833;40.437778;12;2004-07-01;197.7
-3.690833;40.437778;12;2004-08-01;146.6
-3.690833;40.437778;12;2004-09-01;183.2
-3.690833;40.437778;12;2004-10-01;340.4
-3.690833;40.437778;12;2004-11-01;309.1
-3.690833;40.437778;12;2004-12-01;248.6
-3.690833;40.437778;14;2004-01-01;9.480
-3.690833;40.437778;14;2004-02-01;5.100
-3.690833;40.437778;14;2004-03-01;31.50
-3.690833;40.437778;14;2004-04-01;31.08
-3.690833;40.437778;14;2004-05-01;22.52
-3.690833;40.437778;14;2004-06-01;28.60
-3.690833;40.437778;14;2004-07-01;36.04
-3.690833;40.437778;14;2004-08-01;37.11
-3.690833;40.437778;14;2004-09-01;20.58
-3.690833;40.437778;14;2004-10-01;22.00
-3.690833;40.437778;14;2004-11-01;7.590
-3.690833;40.437778;14;2004-12-01;13.04
-3.690833;40.437778;20;2004-01-01;23.49
-3.690833;40.437778;20;2004-02-01;24.60
-3.690833;40.437778;20;2004-03-01;27.94
-3.690833;40.437778;20;2004-04-01;12.39
-3.690833;40.437778;20;2004-05-01;8.370
-3.690833;40.437778;20;2004-06-01;00.00N14.83
-3.690833;40.437778;20;2004-07-01;00.00N6.580
-3.690833;40.437778;20;2004-08-01;10.68
-3.690833;40.437778;20;2004-09-01;10.01
-3.690833;40.437778;20;2004-10-01;19.98
-3.690833;40.437778;20;2004-11-01;20.03
-3.690833;40.437778;20;2004-12-01;13.87
-3.690833;40.437778;30;2004-01-01;6.210
-3.690833;40.437778;30;2004-02-01;5.340
-3.690833;40.437778;30;2004-03-01;6.160
-3.690833;40.437778;30;2004-04-01;3.260
-3.690833;40.437778;30;2004-05-01;2.250
-3.690833;40.437778;30;2004-06-01;00.00N3.130
-3.690833;40.437778;30;2004-07-01;00.00N1.740
-3.690833;40.437778;30;2004-08-01;2.360
-3.690833;40.437778;30;2004-09-01;2.160
-3.690833;40.437778;30;2004-10-01;4.730
-3.690833;40.437778;30;2004-11-01;4.630
-3.690833;40.437778;30;2004-12-01;3.450
-3.690833;40.437778;35;2004-01-01;6.270
-3.690833;40.437778;35;2004-02-01;6.050
-3.690833;40.437778;35;2004-03-01;6.660
-3.690833;40.437778;35;2004-04-01;3.240
-3.690833;40.437778;35;2004-05-01;2.220
-3.690833;40.437778;35;2004-06-01;00.00N4.050
-3.690833;40.437778;35;2004-07-01;00.00N2.060
-3.690833;40.437778;35;2004-08-01;2.720
-3.690833;40.437778;35;2004-09-01;3.050
-3.690833;40.437778;35;2004-10-01;5.480
-3.690833;40.437778;35;2004-11-01;5.600
-3.690833;40.437778;35;2004-12-01;4.290
-3.690833;40.437778;37;2004-01-01;14.61
-3.690833;40.437778;37;2004-02-01;13.75
-3.690833;40.437778;37;2004-03-01;14.75
-3.690833;40.437778;37;2004-04-01;7.380
-3.690833;40.437778;37;2004-05-01;4.940
-3.690833;40.437778;37;2004-06-01;00.00N8.530
-3.690833;40.437778;37;2004-07-01;00.00N3.890
-3.690833;40.437778;37;2004-08-01;5.260
-3.690833;40.437778;37;2004-09-01;5.810
-3.690833;40.437778;37;2004-10-01;10.90
-3.690833;40.437778;37;2004-11-01;12.10
-3.690833;40.437778;37;2004-12-01;9.250
-3.690833;40.437778;38;2004-01-01;5.660
-3.690833;40.437778;38;2004-02-01;5.360
-3.690833;40.437778;38;2004-03-01;5.660
-3.690833;40.437778;38;2004-04-01;2.910
-3.690833;40.437778;38;2004-05-01;2.010
-3.690833;40.437778;38;2004-06-01;00.00N3.450
-3.690833;40.437778;38;2004-07-01;00.00N1.650
-3.690833;40.437778;38;2004-08-01;3.540
-3.690833;40.437778;38;2004-09-01;2.340
-3.690833;40.437778;38;2004-10-01;4.460
-3.690833;40.437778;38;2004-11-01;4.570
-3.690833;40.437778;38;2004-12-01;3.280
-3.690833;40.437778;39;2004-01-01;7.390
-3.690833;40.437778;39;2004-02-01;6.610
-3.690833;40.437778;39;2004-03-01;6.970
-3.690833;40.437778;39;2004-04-01;3.570
-3.690833;40.437778;39;2004-05-01;2.540
-3.690833;40.437778;39;2004-06-01;00.00N4.380
-3.690833;40.437778;39;2004-07-01;00.00N2.160
-3.690833;40.437778;39;2004-08-01;3.500
-3.690833;40.437778;39;2004-09-01;2.860
-3.690833;40.437778;39;2004-10-01;5.350
-3.690833;40.437778;39;2004-11-01;5.570
-3.690833;40.437778;39;2004-12-01;4.070
-3.690833;40.437778;42;2004-01-01;1.510
-3.690833;40.437778;42;2004-02-01;1.610
-3.690833;40.437778;42;2004-03-01;1.500
-3.690833;40.437778;42;2004-04-01;1.480
-3.690833;40.437778;42;2004-05-01;1.400
-3.690833;40.437778;42;2004-06-01;1.390
-3.690833;40.437778;42;2004-07-01;1.410
-3.690833;40.437778;42;2004-08-01;1.490
-3.690833;40.437778;42;2004-09-01;1.470
-3.690833;40.437778;42;2004-10-01;1.680
-3.690833;40.437778;42;2004-11-01;1.750
-3.690833;40.437778;42;2004-12-01;1.500
-3.690833;40.437778;44;2004-01-01;0.190
-3.690833;40.437778;44;2004-02-01;0.340
-3.690833;40.437778;44;2004-03-01;0.270
-3.690833;40.437778;44;2004-04-01;0.190
-3.690833;40.437778;44;2004-05-01;0.080
-3.690833;40.437778;44;2004-06-01;0.120
-3.690833;40.437778;44;2004-07-01;0.240
-3.690833;40.437778;44;2004-08-01;0.270
-3.690833;40.437778;44;2004-09-01;0.210
-3.690833;40.437778;44;2004-10-01;0.350
-3.690833;40.437778;44;2004-11-01;0.320
-3.690833;40.437778;44;2004-12-01;0.240
-3.680278;40.421669;01;2004-01-01;27.69
-3.680278;40.421669;01;2004-02-01;22.93
-3.680278;40.421669;01;2004-03-01;24.93
-3.680278;40.421669;01;2004-04-01;12.99
-3.680278;40.421669;01;2004-05-01;6.930
-3.680278;40.421669;01;2004-06-01;5.790
-3.680278;40.421669;01;2004-07-01;7.160
-3.680278;40.421669;01;2004-08-01;6.930
-3.680278;40.421669;01;2004-09-01;00.00N00.00N2.750
-3.680278;40.421669;01;2004-10-01;11.31
-3.680278;40.421669;01;2004-11-01;23.35
-3.680278;40.421669;01;2004-12-01;20.15
-3.680278;40.421669;06;2004-01-01;0.860
-3.680278;40.421669;06;2004-02-01;0.840
-3.680278;40.421669;06;2004-03-01;0.760
-3.680278;40.421669;06;2004-04-01;1.110
-3.680278;40.421669;06;2004-05-01;0.460
-3.680278;40.421669;06;2004-06-01;0.360
-3.680278;40.421669;06;2004-07-01;0.480
-3.680278;40.421669;06;2004-08-01;0.490
-3.680278;40.421669;06;2004-09-01;0.640
-3.680278;40.421669;06;2004-10-01;0.970
-3.680278;40.421669;06;2004-11-01;1.350
-3.680278;40.421669;06;2004-12-01;0.980
-3.680278;40.421669;08;2004-01-01;68.57
-3.680278;40.421669;08;2004-02-01;70.33
-3.680278;40.421669;08;2004-03-01;70.55
-3.680278;40.421669;08;2004-04-01;81.13
-3.680278;40.421669;08;2004-05-01;47.37
-3.680278;40.421669;08;2004-06-01;43.20
-3.680278;40.421669;08;2004-07-01;65.14
-3.680278;40.421669;08;2004-08-01;65.65
-3.680278;40.421669;08;2004-09-01;67.84
-3.680278;40.421669;08;2004-10-01;95.55
-3.680278;40.421669;08;2004-11-01;83.22
-3.680278;40.421669;08;2004-12-01;70.88
-3.680278;40.421669;10;2004-01-01;17.87
-3.680278;40.421669;10;2004-02-01;27.84
-3.680278;40.421669;10;2004-03-01;28.29
-3.680278;40.421669;10;2004-04-01;24.49
-3.680278;40.421669;10;2004-05-01;12.57
-3.680278;40.421669;10;2004-06-01;30.16
-3.680278;40.421669;10;2004-07-01;34.94
-3.680278;40.421669;10;2004-08-01;47.09
-3.680278;40.421669;10;2004-09-01;00.00N00.00N67.79
-3.680278;40.421669;10;2004-10-01;52.11
-3.680278;40.421669;10;2004-11-01;41.57
-3.680278;40.421669;10;2004-12-01;28.56
-3.680278;40.421669;12;2004-01-01;132.4
-3.680278;40.421669;12;2004-02-01;138.5
-3.680278;40.421669;12;2004-03-01;119.2
-3.680278;40.421669;12;2004-04-01;144.2
-3.680278;40.421669;12;2004-05-01;61.78
-3.680278;40.421669;12;2004-06-01;55.86
-3.680278;40.421669;12;2004-07-01;86.74
-3.680278;40.421669;12;2004-08-01;98.76
-3.680278;40.421669;12;2004-09-01;114.6
-3.680278;40.421669;12;2004-10-01;179.4
-3.680278;40.421669;12;2004-11-01;234.7
-3.680278;40.421669;12;2004-12-01;169.9
-3.680278;40.421669;14;2004-01-01;19.07
-3.680278;40.421669;14;2004-02-01;7.990
-3.680278;40.421669;14;2004-03-01;43.78
-3.680278;40.421669;14;2004-04-01;33.69
-3.680278;40.421669;14;2004-05-01;31.27
-3.680278;40.421669;14;2004-06-01;54.90
-3.680278;40.421669;14;2004-07-01;62.71
-3.680278;40.421669;14;2004-08-01;43.44
-3.680278;40.421669;14;2004-09-01;00.00N00.00N45.99
-3.680278;40.421669;14;2004-10-01;33.54
-3.680278;40.421669;14;2004-11-01;9.060
-3.680278;40.421669;14;2004-12-01;17.16
-3.680278;40.421669;42;2004-01-01;1.380
-3.680278;40.421669;42;2004-02-01;1.330
-3.680278;40.421669;42;2004-03-01;1.490
-3.680278;40.421669;42;2004-04-01;1.530
-3.680278;40.421669;42;2004-05-01;1.370
-3.680278;40.421669;42;2004-06-01;1.320
-3.680278;40.421669;42;2004-07-01;1.410
-3.680278;40.421669;42;2004-08-01;1.460
-3.680278;40.421669;42;2004-09-01;00.00N00.00N1.330
-3.680278;40.421669;42;2004-10-01;1.680
-3.680278;40.421669;42;2004-11-01;1.800
-3.680278;40.421669;42;2004-12-01;1.520
-3.680278;40.421669;44;2004-01-01;0.550
-3.680278;40.421669;44;2004-02-01;0.170
-3.680278;40.421669;44;2004-03-01;0.270
-3.680278;40.421669;44;2004-04-01;0.340
-3.680278;40.421669;44;2004-05-01;0.160
-3.680278;40.421669;44;2004-06-01;0.150
-3.680278;40.421669;44;2004-07-01;0.100
-3.680278;40.421669;44;2004-08-01;0.220
-3.680278;40.421669;44;2004-09-01;00.00N00.00N0.050
-3.680278;40.421669;44;2004-10-01;0.370
-3.680278;40.421669;44;2004-11-01;0.390
-3.680278;40.421669;44;2004-12-01;0.270
-3.680278;40.421669;89;2004-01-01;00.00
-3.680278;40.421669;89;2004-02-01;00.00
-3.680278;40.421669;89;2004-03-01;00.00
-3.680278;40.421669;89;2004-04-01;4.000
-3.680278;40.421669;89;2004-05-01;9.500
-3.680278;40.421669;89;2004-06-01;00.00
-3.680278;40.421669;89;2004-07-01;00.00
-3.680278;40.421669;89;2004-08-01;00.00
-3.680278;40.421669;89;2004-09-01;00.00
-3.680278;40.421669;89;2004-10-01;00.00
-3.680278;40.421669;89;2004-11-01;00.00
-3.680278;40.421669;89;2004-12-01;00.00
-3.682222;40.421667;01;2004-01-01;24.87
-3.682222;40.421667;01;2004-02-01;35.16
-3.682222;40.421667;01;2004-03-01;27.51
-3.682222;40.421667;01;2004-04-01;8.470
-3.682222;40.421667;01;2004-05-01;9.080
-3.682222;40.421667;01;2004-06-01;7.290
-3.682222;40.421667;01;2004-07-01;7.130
-3.682222;40.421667;01;2004-08-01;3.610
-3.682222;40.421667;01;2004-09-01;6.260
-3.682222;40.421667;01;2004-10-01;11.95
-3.682222;40.421667;01;2004-11-01;00.00N12.04
-3.682222;40.421667;01;2004-12-01;10.14
-3.682222;40.421667;06;2004-01-01;0.920
-3.682222;40.421667;06;2004-02-01;1.040
-3.682222;40.421667;06;2004-03-01;0.930
-3.682222;40.421667;06;2004-04-01;0.680
-3.682222;40.421667;06;2004-05-01;0.620
-3.682222;40.421667;06;2004-06-01;0.500
-3.682222;40.421667;06;2004-07-01;0.540
-3.682222;40.421667;06;2004-08-01;0.480
-3.682222;40.421667;06;2004-09-01;0.530
-3.682222;40.421667;06;2004-10-01;0.860
-3.682222;40.421667;06;2004-11-01;1.040
-3.682222;40.421667;06;2004-12-01;0.690
-3.682222;40.421667;08;2004-01-01;80.75
-3.682222;40.421667;08;2004-02-01;80.53
-3.682222;40.421667;08;2004-03-01;86.30
-3.682222;40.421667;08;2004-04-01;77.17
-3.682222;40.421667;08;2004-05-01;62.78
-3.682222;40.421667;08;2004-06-01;64.96
-3.682222;40.421667;08;2004-07-01;80.70
-3.682222;40.421667;08;2004-08-01;73.01
-3.682222;40.421667;08;2004-09-01;72.02
-3.682222;40.421667;08;2004-10-01;111.4
-3.682222;40.421667;08;2004-11-01;95.34
-3.682222;40.421667;08;2004-12-01;75.59
-3.682222;40.421667;10;2004-01-01;21.81
-3.682222;40.421667;10;2004-02-01;28.39
-3.682222;40.421667;10;2004-03-01;38.38
-3.682222;40.421667;10;2004-04-01;22.59
